created,type,artist,timestamp,shabadID,verseID,description,link,matched_verse
1694192551,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:09:30,,,"Nanak naam chardikala, tere bhane sarbat da bhala",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/010 MGA SDO 1010 smpk 08 Mere Ram Hum Papi Saran.m4a,
1694192656,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:11:05,,,ganikaa paapan hoi kai paapaa(n) dhaa gal haar parotaa |,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/010 MGA SDO 1010 smpk 08 Mere Ram Hum Papi Saran.m4a,
1694192707,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:14:25,4082,48614,rog rahit meraa satigur jogee ||1|| rahaau ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/010 MGA SDO 1010 smpk 08 Mere Ram Hum Papi Saran.m4a,ਰੋਗ ਰਹਿਤ ਮੇਰਾ ਸਤਿਗੁਰੁ ਜੋਗੀ ॥੧॥ ਰਹਾਉ ॥
1694192819,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:22:36,,,gur sikhee baareek hai sil chaTan fikee |,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/010 MGA SDO 1010 smpk 08 Mere Ram Hum Papi Saran.m4a,
1694193125,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:32:40,2345,26803,ਗੁਰੁ ਪੂਰਾ. ਜਿਨ ਸਿਮਰਿਆ ਸੇਈ ਭਏ ਨਿਹਾਲ ॥ gur pooraa. jin simariaa seiee bhe nihaal ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/010 MGA SDO 1010 smpk 08 Mere Ram Hum Papi Saran.m4a,ਹਰਿ ਜਨਿ ਸਿਮਰਿਆ ਨਾਮ ਅਧਾਰਿ ॥
1694193192,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:34:29,3571,41273,vaddee hoo vaddaa apaar teraa maratabaa ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/010 MGA SDO 1010 smpk 08 Mere Ram Hum Papi Saran.m4a,ਵਡੀ ਹੂ ਵਡਾ ਅਪਾਰੁ ਤੇਰਾ ਮਰਤਬਾ ॥
1694193311,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,4887,57361,gur kahiaa ieh jhooThee dhohee ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/011 MGA SDO 1011 smpk 09 Ik Hamara Anterjami.m4a,ਗੁਰਿ ਕਹਿਆ ਇਹ ਝੂਠੀ ਧੋਹੀ ॥
1694193398,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:03:45,4138,49669,maiaa aaisee mohanee bhaiee ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/011 MGA SDO 1011 smpk 09 Ik Hamara Anterjami.m4a,ਮਾਇਆ ਐਸੀ ਮੋਹਨੀ ਭਾਈ ॥
1694193654,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:15:10,245,3558,hasa(n)dhiaa khela(n)dhiaa paina(n)dhiaa khaava(n)dhiaa viche hovai mukat ||2||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/011 MGA SDO 1011 smpk 09 Ik Hamara Anterjami.m4a,ਮਃ ੫ ॥
1694193712,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:16:00,,,ka(n)nee(n) mu(n)dharaa(n) ma(n)tr gur sa(n)taa(n) dhooR bibhoot su laasee |,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/011 MGA SDO 1011 smpk 09 Ik Hamara Anterjami.m4a,
1694193848,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:20:30,,,10 nari maa kari katha,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/011 MGA SDO 1011 smpk 09 Ik Hamara Anterjami.m4a,
1694193881,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:21:00,40615,205016,"akhee vekh na rajeeaa, bahu ra(n)g tamaase |",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/011 MGA SDO 1011 smpk 09 Ik Hamara Anterjami.m4a,ਅਖੀ ਵੇਖਿ ਨ ਰਜੀਆ ਬਹੁ ਰੰਗ ਤਮਾਸੇ।
1694194258,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:31:25,48,529,janam birathaa jaat ra(n)g maiaa kai ||1|| rahaau ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/011 MGA SDO 1011 smpk 09 Ik Hamara Anterjami.m4a,ਜਨਮੁ ਬ੍ਰਿਥਾ ਜਾਤ ਰੰਗਿ ਮਾਇਆ ਕੈ ॥੧॥ ਰਹਾਉ ॥
1694194323,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:33:25,15,104,ਰਾਗ ਰਤਨ ਪਰਵਾਰ ਪਰੀਆ ਸਬਦ ਗਾਵਣ ਆਈਆ ॥ raag ratan paravaar pareeaa sabadh gaavan aaieeaa ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/011 MGA SDO 1011 smpk 09 Ik Hamara Anterjami.m4a,ਮੰਨੈ ਪਰਵਾਰੈ ਸਾਧਾਰੁ ॥
1694194515,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,205,3313,dhukhee dhunee saheReeaai jai ta lageh dhukh ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/012 MGA SDO 1012 smpk 10 Rupi Bhukh Na Uttere.m4a,ਸਿਦਕੁ ਸਬੂਰੀ ਸਾਦਿਕਾ ਸਬਰੁ ਤੋਸਾ ਮਲਾਇਕਾਂ ॥
1694194732,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:05:10,,,no no kaam ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/012 MGA SDO 1012 smpk 10 Rupi Bhukh Na Uttere.m4a,
1694194817,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:05:40,,,lakh kaaman lakh kaavaroo lakh kaamaniaaree |,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/012 MGA SDO 1012 smpk 10 Rupi Bhukh Na Uttere.m4a,
1694195060,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:09:00,1513,17773,miT giee bhookh mahaa bikaraal ||2||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/012 MGA SDO 1012 smpk 10 Rupi Bhukh Na Uttere.m4a,ਮਿਟਿ ਗਈ ਭੂਖ ਮਹਾ ਬਿਕਰਾਲ ॥੨॥
1694195159,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:12:30,40615,205016,"akhee vekh na rajeeaa, bahu ra(n)g tamaase |",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/012 MGA SDO 1012 smpk 10 Rupi Bhukh Na Uttere.m4a,ਅਖੀ ਵੇਖਿ ਨ ਰਜੀਆ ਬਹੁ ਰੰਗ ਤਮਾਸੇ।
1694195372,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:17:45,2506,28300,nain rahe ra(n)g laiee ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/012 MGA SDO 1012 smpk 10 Rupi Bhukh Na Uttere.m4a,ਨੈਨ ਰਹੇ ਰੰਗੁ ਲਾਈ ॥
1694195726,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:33:45,711,9695,nain salonee su(n)dhar naaree ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/012 MGA SDO 1012 smpk 10 Rupi Bhukh Na Uttere.m4a,ਨੈਨ ਸਲੋਨੀ ਸੁੰਦਰ ਨਾਰੀ ॥
1694195789,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:38:45,4327,52172,har har dheeo. sevak kau naam ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/012 MGA SDO 1012 smpk 10 Rupi Bhukh Na Uttere.m4a,ਹਰਿ ਹਰਿ ਦੀਓ ਸੇਵਕ ਕਉ ਨਾਮ ॥
1694227043,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:10,565,7979,sabh kichh pooraa hiradhai naam ||1||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/013 MGA SDO 1013 smpk 11 Sub Kishh Pura Hirde Naam.m4a,ਸਭੁ ਕਿਛੁ ਪੂਰਾ ਹਿਰਦੈ ਨਾਮੁ ॥੧॥
1694227131,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:43,5470,59590,paratachh ridhai gur arajun kai har pooran braham nivaas leeaau ||5||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/013 MGA SDO 1013 smpk 11 Sub Kishh Pura Hirde Naam.m4a,ਪਰਤਛਿ ਰਿਦੈ ਗੁਰ ਅਰਜੁਨ ਕੈ ਹਰਿ ਪੂਰਨ ਬ੍ਰਹਮਿ ਨਿਵਾਸੁ ਲੀਅਉ ॥੫॥
1694227255,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:06:55,2297,26329,gobidh preet lagee at piaaree ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/013 MGA SDO 1013 smpk 11 Sub Kishh Pura Hirde Naam.m4a,ਗੋਬਿਦ ਪ੍ਰੀਤਿ ਲਗੀ ਅਤਿ ਪਿਆਰੀ ॥
1694227652,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:26:30,4455,53218,naam nira(n)jan alakh hai kiau. lakhiaa jaiee ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/013 MGA SDO 1013 smpk 11 Sub Kishh Pura Hirde Naam.m4a,ਨਾਮੁ ਨਿਰੰਜਨ ਅਲਖੁ ਹੈ ਕਿਉ ਲਖਿਆ ਜਾਈ ॥
1694227751,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:33:05,12,90,je ko ma(n)n jaanai man koi ||12||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/013 MGA SDO 1013 smpk 11 Sub Kishh Pura Hirde Naam.m4a,ਜੇ ਕੋ ਮੰਨਿ ਜਾਣੈ ਮਨਿ ਕੋਇ ॥੧੨॥
1694227808,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:35:00,2351,26858,ਹਿਰਦੈ ਨਾਮੁ ਵਸਾਇਹੁ ॥  ghar baiThe guroo dhiaaih ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/013 MGA SDO 1013 smpk 11 Sub Kishh Pura Hirde Naam.m4a,ਹਿਰਦੈ ਨਾਮੁ ਵਸਾਇਹੁ ॥
1694272111,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,1349,15353,auddahu na kaagaa kaare ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/014 MGA SDO 1014 smpk 12 Uddeh Na kaga.m4a,ਉਡਹੁ ਨ ਕਾਗਾ ਕਾਰੇ ॥
1694273169,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:09:37,749,10642,mil mere preetamaa jeeau tudh bin kharee nimaanee ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/014 MGA SDO 1014 smpk 12 Uddeh Na kaga.m4a,ਮਿਲੁ ਮੇਰੇ ਪ੍ਰੀਤਮਾ ਜੀਉ ਤੁਧੁ ਬਿਨੁ ਖਰੀ ਨਿਮਾਣੀ ॥
1694273770,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:19:10,359,5561,naanak kee bena(n)teeaa har surajanu. dhekhaa nain ||1||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/014 MGA SDO 1014 smpk 12 Uddeh Na kaga.m4a,ਨਾਨਕ ਕੀ ਬੇਨੰਤੀਆ ਹਰਿ ਸੁਰਜਨੁ ਦੇਖਾ ਨੈਣ ॥੧॥
1694273919,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,3930,47046,Funny. jin jan gurmukh seviaa tin sabh sukh paiee ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/015 MGA SDO 1015 smpk 13 Jin Jun Gurmukh Sevian.m4a,ਜਿਨਿ ਜਨਿ ਗੁਰਮੁਖਿ ਸੇਵਿਆ ਤਿਨਿ ਸਭਿ ਸੁਖ ਪਾਈ ॥
1694274333,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:06:20,28,292,aaiee pa(n)thee sagal jamaatee man jeetai jag jeet ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/015 MGA SDO 1015 smpk 13 Jin Jun Gurmukh Sevian.m4a,ਆਈ ਪੰਥੀ ਸਗਲ ਜਮਾਤੀ ਮਨਿ ਜੀਤੈ ਜਗੁ ਜੀਤੁ ॥
1694274549,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:09:35,245,3558,jin kau poorab likhiaa tin ra(n)g lagaa nira(n)kaar ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/015 MGA SDO 1015 smpk 13 Jin Jun Gurmukh Sevian.m4a,ਮਃ ੫ ॥
1694274962,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:11:13,245,3558,kaahe man too ddolataa har manasaa pooranahaar ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/015 MGA SDO 1015 smpk 13 Jin Jun Gurmukh Sevian.m4a,ਮਃ ੫ ॥
1694275243,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:15:20,,,har chauthaRee laava. man sahaj bhiaa har paiaa. bal raam jeeau ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/015 MGA SDO 1015 smpk 13 Jin Jun Gurmukh Sevian.m4a,
1694275565,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,,,Long mangal 6 min. Nika ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/016 MGA SDO 1016 smpk 14 Bhagat Sohe Gun Gavande.m4a,
1694275614,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:06:18,,,bhagat soheh gun gaavate naanaka. prabh kai dhuaar ||6||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/016 MGA SDO 1016 smpk 14 Bhagat Sohe Gun Gavande.m4a,
1694275850,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:09:35,359,5553,sevee satigur aapanaa har simaree. dhin sabh rain ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/016 MGA SDO 1016 smpk 14 Bhagat Sohe Gun Gavande.m4a,ਸੇਵੀ ਸਤਿਗੁਰੁ ਆਪਣਾ ਹਰਿ ਸਿਮਰੀ ਦਿਨ ਸਭਿ ਰੈਣ ॥
1694276062,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:20:00,5299,58737,e dhui nainaa. mat chhuhau pir dhekhan kee aas ||91||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/016 MGA SDO 1016 smpk 14 Bhagat Sohe Gun Gavande.m4a,ਏ ਦੁਇ ਨੈਨਾ ਮਤਿ ਛੁਹਉ ਪਿਰ ਦੇਖਨ ਕੀ ਆਸ ॥੯੧॥
1694276197,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:21:50,236,3502,har ke sa(n)t sunahu jan bhaiee har satigur kee ik saakhee ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/016 MGA SDO 1016 smpk 14 Bhagat Sohe Gun Gavande.m4a,ਹਰਿ ਕੇ ਸੰਤ ਸੁਣਹੁ ਜਨ ਭਾਈ ਹਰਿ ਸਤਿਗੁਰ ਕੀ ਇਕ ਸਾਖੀ ॥
1694316501,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:27:10,245,3558,hasa(n)dhiaa khela(n)dhiaa paina(n)dhiaa khaava(n)dhiaa viche hovai mukat ||2||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/016 MGA SDO 1016 smpk 14 Bhagat Sohe Gun Gavande.m4a,ਮਃ ੫ ॥
1694316619,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:28:52,1258,14546,auTha(n)dhiaa baha(n)dhiaa sava(n)dhiaa sukh soi ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/016 MGA SDO 1016 smpk 14 Bhagat Sohe Gun Gavande.m4a,ਉਠੰਦਿਆ ਬਹੰਦਿਆ ਸਵੰਦਿਆ ਸੁਖੁ ਸੋਇ ॥
1694316690,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:30:00,4064,48375,uooThat sukheeaa baiThat sukheeaa ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/016 MGA SDO 1016 smpk 14 Bhagat Sohe Gun Gavande.m4a,ਊਠਤ ਸੁਖੀਆ ਬੈਠਤ ਸੁਖੀਆ ॥
1694379543,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:31:05,99,1293,ਕਟੀਐ ਤੇਰਾ ਅਹੰ ਰੋਗੁ ॥  kaTeeaai teraa aha(n) rog ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/016 MGA SDO 1016 smpk 14 Bhagat Sohe Gun Gavande.m4a,ਅੰਤਰਹੁ ਦੁਖੁ ਭ੍ਰਮੁ ਕਟੀਐ ਸੁਖੁ ਪਰਾਪਤਿ ਹੋਇ ॥
1694391047,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:42:00,2638,29894,har ke naam bin jhooThe sagal paasaare ||1|| rahaau ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/016 MGA SDO 1016 smpk 14 Bhagat Sohe Gun Gavande.m4a,ਹਰਿ ਕੇ ਨਾਮ ਬਿਨੁ ਝੂਠੇ ਸਗਲ ਪਾਸਾਰੇ ॥੧॥ ਰਹਾਉ ॥
1694402964,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,1656,20256,manu. raam kasavaTee laiaa ka(n)chan sovi(n)naa ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/017 MGA SDO 1017 smpk 15 Jo Mai Vedan.m4a,ਮਨੁ ਰਾਮਿ ਕਸਵਟੀ ਲਾਇਆ ਕੰਚਨੁ ਸੋਵਿੰਨਾ ॥
1694403052,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:01:00,,,Akv beinging asa ki vaar,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/017 MGA SDO 1017 smpk 15 Jo Mai Vedan.m4a,
1694457744,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:02:50,3660,42229,jo mai bedhan saa. kis aakhaa maiee ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/017 MGA SDO 1017 smpk 15 Jo Mai Vedan.m4a,ਜੋ ਮੈ ਬੇਦਨ ਸਾ ਕਿਸੁ ਆਖਾ ਮਾਈ ॥
1694814095,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:13:10,1656,20259,har prem baanee. man maariaa aneeaale aneeaa. raam raaje ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/017 MGA SDO 1017 smpk 15 Jo Mai Vedan.m4a,ਹਰਿ ਪ੍ਰੇਮ ਬਾਣੀ ਮਨੁ ਮਾਰਿਆ ਅਣੀਆਲੇ ਅਣੀਆ ਰਾਮ ਰਾਜੇ ॥
1694814190,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:16:50,1504,17673,moorakh mugadh agiaan aveechaaree ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/017 MGA SDO 1017 smpk 15 Jo Mai Vedan.m4a,ਮੂਰਖ ਮੁਗਧ ਅਗਿਆਨ ਅਵੀਚਾਰੀ ॥
1694814330,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:25:12,1656,20263,"ham moorakh mugadh saranaagatee mil govi(n)dh ra(n)gaa, raam raaje ||",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/017 MGA SDO 1017 smpk 15 Jo Mai Vedan.m4a,ਹਮ ਮੂਰਖ ਮੁਗਧ ਸਰਣਾਗਤੀ ਮਿਲੁ ਗੋਵਿੰਦ ਰੰਗਾ ਰਾਮ ਰਾਜੇ ॥
1694814591,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,4739,55727,prabh jee ko naam a(n)t pukarorai ||1||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/018 MGA SDO 1018 smpk 16 Sada Sach Samale.m4a,ਪ੍ਰਭ ਜੀ ਕੋ ਨਾਮੁ ਅੰਤਿ ਪੁਕਰੋਰੈ ॥੧॥
1694814665,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:01:00,,,gur sikhee baareek hai sil chaTan fikee |,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/018 MGA SDO 1018 smpk 16 Sada Sach Samale.m4a,
1695055648,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:03:00,3375,39182,e man piaariaa too sadhaa sach samaale ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/018 MGA SDO 1018 smpk 16 Sada Sach Samale.m4a,ਏ ਮਨ ਪਿਆਰਿਆ ਤੂ ਸਦਾ ਸਚੁ ਸਮਾਲੇ ॥
1695055799,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:07:05,2587,29318,gur kaa bachan basai jeea naale ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/018 MGA SDO 1018 smpk 16 Sada Sach Samale.m4a,ਗੁਰ ਕਾ ਬਚਨੁ ਬਸੈ ਜੀਅ ਨਾਲੇ ॥
1695055899,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:09:35,4270,51726,maiee sat sati. sat har sat sati. sat saadhaa ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/018 MGA SDO 1018 smpk 16 Sada Sach Samale.m4a,ਮਾਈ ਸਤਿ ਸਤਿ ਸਤਿ ਹਰਿ ਸਤਿ ਸਤਿ ਸਤਿ ਸਾਧਾ ॥
1695056234,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:14:40,,,naam rahio. saadhoo rahio rahio gur gobi(n)dh ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/018 MGA SDO 1018 smpk 16 Sada Sach Samale.m4a,
1695056313,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:16:45,525,7347,jo gur dheeaa su. man kai kaam ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/018 MGA SDO 1018 smpk 16 Sada Sach Samale.m4a,ਜੋ ਗੁਰਿ ਦੀਆ ਸੁ ਮਨ ਕੈ ਕਾਮਿ ॥
1695056414,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:18:19,1258,14546,auTha(n)dhiaa baha(n)dhiaa sava(n)dhiaa sukh soi ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/018 MGA SDO 1018 smpk 16 Sada Sach Samale.m4a,ਉਠੰਦਿਆ ਬਹੰਦਿਆ ਸਵੰਦਿਆ ਸੁਖੁ ਸੋਇ ॥
1695056615,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:20:30,5,44,ਜਾ ਬਹਹਿ ਗੁਰਮੁਖਿ ਹਰਿ ਨਾਮੁ ਬੋਲਹਿ ਜਾ ਖੜੇ ਗੁਰਮੁਖਿ ਹਰਿ ਹਰਿ ਕਹਿਆ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/018 MGA SDO 1018 smpk 16 Sada Sach Samale.m4a,ਗੁਰਮੁਖਿ ਨਾਦੰ ਗੁਰਮੁਖਿ ਵੇਦੰ ਗੁਰਮੁਖਿ ਰਹਿਆ ਸਮਾਈ ॥
1695330906,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:22:05,4270,51727,bachan guroo jo poorai kahio mai chheek gaa(n)Tharee baadhaa ||1|| rahaau ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/018 MGA SDO 1018 smpk 16 Sada Sach Samale.m4a,ਬਚਨੁ ਗੁਰੂ ਜੋ ਪੂਰੈ ਕਹਿਓ ਮੈ ਛੀਕਿ ਗਾਂਠਰੀ ਬਾਧਾ ॥੧॥ ਰਹਾਉ ॥
1695330965,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:22:55,3162,35985,e'eet uoota. neh ddoleeaai har sevaa jaagan raam ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/018 MGA SDO 1018 smpk 16 Sada Sach Samale.m4a,ਈਤ ਊਤ ਨਹ ਡੋਲੀਐ ਹਰਿ ਸੇਵਾ ਜਾਗਨਿ ਰਾਮ ॥
1695331269,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:33:20,236,3502,har ke sa(n)t sunahu jan bhaiee har satigur kee ik saakhee ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/018 MGA SDO 1018 smpk 16 Sada Sach Samale.m4a,ਹਰਿ ਕੇ ਸੰਤ ਸੁਣਹੁ ਜਨ ਭਾਈ ਹਰਿ ਸਤਿਗੁਰ ਕੀ ਇਕ ਸਾਖੀ ॥
1695331310,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,4922,57709,niradhana. bhaya(n) dhanava(n)teh rogeea(n). rog kha(n)ddaneh ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/019 MGA SDO 1019 smpk 17 Rogi Ander Rog Khandene.m4a,ਨਿਰਧਨ ਭਯੰ ਧਨਵੰਤਹ ਰੋਗੀਅੰ ਰੋਗ ਖੰਡਨਹ ॥
1695333184,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:15,,,Dhan Sri Harkrishan Sahib Ji,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/019 MGA SDO 1019 smpk 17 Rogi Ander Rog Khandene.m4a,
1695333336,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:04:05,2976,33640,satigur sevaa safal hai seviaai fal paavai ||19||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/019 MGA SDO 1019 smpk 17 Rogi Ander Rog Khandene.m4a,ਸਤਿਗੁਰ ਸੇਵਾ ਸਫਲ ਹੈ ਸੇਵਿਐ ਫਲ ਪਾਵੈ ॥੧੯॥
