created,type,artist,timestamp,shabadID,verseID,description,link,matched_verse
1729022894,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:31:06,1352,15375,ਡਗਮਗ ਛਾਡਿ ਰੇ ਮਨ ਬਉਰਾ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/095 MGA SDO 1073 M 40 A SIDE.m4a,ਡਗਮਗ ਛਾਡਿ ਰੇ ਮਨ ਬਉਰਾ ॥
1729022963,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:32:45,61,708,"ਜੋ ਗੁਰਿ ਦੀਆ ਸੁ. ਮਨ ਕੈ ਕਾਮਿ ॥ jo gur dheeaa su. man kai kaam || Whatever the Guru gives, is useful to the mind. ਸੰਤ ਕਾ ਕੀਆ ਸਤਿ ਕਰਿ ਮਾਨਿ ॥੧॥ ਰਹਾਉ ॥ sa(n)t kaa keeaa sat kar maan ||1|| rahaau || Whatever the Saint does - accept that as True. ||1||Pause||",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/095 MGA SDO 1073 M 40 A SIDE.m4a,ਜਿਨ ਕਉ ਸਤਿਗੁਰਿ ਥਾਪਿਆ ਤਿਨ ਮੇਟਿ ਨ ਸਕੈ ਕੋਇ ॥
1729023137,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:34:24,,,"raajaa raama. too(n) aaisaa nirabhau taran taarana, raam raiaa ||1|| rahaau ||",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/095 MGA SDO 1073 M 40 A SIDE.m4a,
1729023373,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:38:39,657,8977,ਮਨ ਕੀ ਮਤਿ ਤਿਆਗਹੁ. ਹਰਿ ਜਨ ਹੁਕਮੁ ਬੂਝਿ. ਸੁਖੁ ਪਾਈਐ ਰੇ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/095 MGA SDO 1073 M 40 A SIDE.m4a,ਮਨ ਕੀ ਮਤਿ ਤਿਆਗਹੁ ਹਰਿ ਜਨ ਹੁਕਮੁ ਬੂਝਿ ਸੁਖੁ ਪਾਈਐ ਰੇ ॥
1729023445,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:40:56,,,"muradhe vaa(n)g mureedh hoi, kar sidhak sabooree |",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/095 MGA SDO 1073 M 40 A SIDE.m4a,
1729023510,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:41:22,,,Dhan p3,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/095 MGA SDO 1073 M 40 A SIDE.m4a,
1729023578,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:43:08,,,pahilaa. maran kabool jeevan kee chhadd aas ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/095 MGA SDO 1073 M 40 A SIDE.m4a,
1729023627,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:43:45,40642,205225,"gur sikhee dhee, eh neesaanee |13|",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/095 MGA SDO 1073 M 40 A SIDE.m4a,ਗੁਰੁ ਸਿਖੀ ਦੀ ਏਹ ਨੀਸਾਣੀ ॥੧੩॥
1729023673,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,,,pahilaa. maran kabool jeevan kee chhadd aas ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/096 MGA SDO 1073 M 40 B SIDE.m4a,
1729023691,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:15,40642,205225,"gur sikhee dhee, eh neesaanee |13|",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/096 MGA SDO 1073 M 40 B SIDE.m4a,ਗੁਰੁ ਸਿਖੀ ਦੀ ਏਹ ਨੀਸਾਣੀ ॥੧੩॥
1729023759,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:03:49,,,"muradhe vaa(n)g mureedh hoi, kar sidhak sabooree |",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/096 MGA SDO 1073 M 40 B SIDE.m4a,
1729039242,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:05:37,112,1503,"ਜਉ ਤਉ ਪ੍ਰੇਮ ਖੇਲਣ ਕਾ ਚਾਉ ॥ jau tau prem khelan kaa chaau || If you desire to play this game of love with Me, ਸਿਰੁ ਧਰਿ ਤਲੀ ਗਲੀ ਮੇਰੀ ਆਉ ॥ sir dhar talee galee meree aau || then step onto My Path with your head in hand. ਇਤੁ ਮਾਰਗਿ ਪੈਰੁ ਧਰੀਜੈ ॥ eit maarag pair dhareejai || When you place your feet on this Path, ਸਿਰੁ ਦੀਜੈ ਕਾਣਿ. ਨ ਕੀਜੈ ॥੨੦॥ sir dheejai kaani. na keejai ||20|| give Me your head, and do not pay any attention to public opinion. ||20||",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/096 MGA SDO 1073 M 40 B SIDE.m4a,ਗੁਰ ਸਬਦੀ ਮਨੁ ਰੰਗਿਆ ਰਸਨਾ ਪ੍ਰੇਮ ਪਿਆਰਿ ॥
1729039267,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:06:30,2883,32569,eit maarag chale bhaieeaRe gur kahai. su kaar kamai jeeau ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/096 MGA SDO 1073 M 40 B SIDE.m4a,ਇਤੁ ਮਾਰਗਿ ਚਲੇ ਭਾਈਅੜੇ ਗੁਰੁ ਕਹੈ ਸੁ ਕਾਰ ਕਮਾਇ ਜੀਉ ॥
1729039409,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:09:14,1648,19992,"ਸਾਜਨ ਮੇਰੇ ਪ੍ਰੀਤਮਹੁ ਤੁਮ ਸਹ ਕੀ ਭਗਤਿ ਕਰੇਹੋ ॥ saajan mere preetamahu tum seh kee bhagat kareho || O my beloved friend, dedicate yourself to the devotional worship of your Husband Lord. ਗੁਰੁ ਸੇਵਹੁ ਸਦਾ ਆਪਣਾ ਨਾਮੁ ਪਦਾਰਥੁ ਲੇਹੋ ॥ gur sevahu sadhaa aapanaa naam padhaarath leho || Serve your Guru constantly, and obtain the wealth of the Naam. ਭਗਤਿ ਕਰਹੁ ਤੁਮ. ਸਹੈ ਕੇਰੀ ਜੋ ਸਹ ਪਿਆਰੇ ਭਾਵਏ ॥ bhagat karahu tuma. sahai keree jo seh piaare bhaave || Dedicate yourself to the worship of your Husband Lord; this is pleasing to your Beloved Husband. ਆਪਣਾ ਭਾਣਾ. ਤੁਮ ਕਰਹੁ ਤਾ ਫਿਰਿ ਸਹ ਖੁਸੀ. ਨ ਆਵਏ ॥ aapanaa bhaanaa. tum karahu taa fir seh khusee. na aave || If you walk in accordance with your own will, then your Husband Lord will not be pleased with you. ਭਗਤਿ ਭਾਵ ਇਹੁ ਮਾਰਗੁ ਬਿਖੜਾ ਗੁਰ ਦੁਆਰੈ ਕੋ ਪਾਵਏ ॥ bhagat bhaav ih maarag bikhaRaa gur dhuaarai ko paave || This path of loving devotional worship is very difficult; how rare are those who find it, through the Gurdwara, the Guru's Gate. ਕਹੈ ਨਾਨਕੁ. ਜਿਸੁ ਕਰੇ ਕਿਰਪਾ ਸੋ ਹਰਿ ਭਗਤੀ ਚਿਤੁ ਲਾਵਏ ॥੧॥ kahai naanaku. jis kare kirapaa so har bhagatee chit laave ||1|| Says Nanak, that one, upon whom the Lord casts His Glance of Grace, links his consciousness to the worship of the Lord. ||1||",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/096 MGA SDO 1073 M 40 B SIDE.m4a,ਸਾਜਨ ਮੇਰੇ ਪ੍ਰੀਤਮਹੁ ਤੁਮ ਸਹ ਕੀ ਭਗਤਿ ਕਰੇਹੋ ॥
1729089662,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:19:54,,,hukamee ba(n)dhaa hoi kai saahib dhe hukamai vich rahanaa |,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/096 MGA SDO 1073 M 40 B SIDE.m4a,
1729089888,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:22:44,,,gur sikh nak nakel miTai a(n)dhesiaa |,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/096 MGA SDO 1073 M 40 B SIDE.m4a,
1729118524,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:37:15,551,7828,peeuoo dhaadhe kaa khol ddiThaa khajaanaa ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਪੀਊ ਦਾਦੇ ਕਾ ਖੋਲਿ ਡਿਠਾ ਖਜਾਨਾ ॥
1729118604,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:37:59,2351,26858,ਹਿਰਦੈ ਨਾਮੁ ਵਸਾਇਹੁ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਹਿਰਦੈ ਨਾਮੁ ਵਸਾਇਹੁ ॥
1729118695,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:38:37,2371,27157,har naam ridhai paroiaa ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਹਰਿ ਨਾਮੁ ਰਿਦੈ ਪਰੋਇਆ ॥
1729118785,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:39:57,3093,34882,satigur sabadhi. ujaaro dheepaa ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਸਤਿਗੁਰ ਸਬਦਿ ਉਜਾਰੋ ਦੀਪਾ ॥
1729119202,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:45:26,1564,18443,ਕੀਰਤਨੁ ਨਿਰਮੋਲਕ ਹੀਰਾ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਸਿਮਰਤ ਨਾਮੁ ਨਿਧਾਨੁ ਨਿਰਮੋਲਕੁ ਮਨੁ ਮਾਣਕੁ ਪਤੀਆਨਾ ਰੇ ॥੩॥੧॥੧੩੦॥
1729119694,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:52:11,4021,47881,sa(n)tahu banajiaa. naam gobidh kaa aaisee khep hamaaree ||1||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਸੰਤਹੁ ਬਨਜਿਆ ਨਾਮੁ ਗੋਬਿਦ ਕਾ ਐਸੀ ਖੇਪ ਹਮਾਰੀ ॥੧॥
1729120127,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:59:02,,,saath na chaalai. bin bhajan bikhiaa sagalee chhaar ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,
1729120240,HeeraRattan,Bhai Mohinder Singh Ji SDO,02:01:23,2176,25013,sachaa saudhaa har naam hai sachaa vaapaaraa raam ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਸਚਾ ਸਉਦਾ ਹਰਿ ਨਾਮੁ ਹੈ ਸਚਾ ਵਾਪਾਰਾ ਰਾਮ ॥
1729181263,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:24:33,,,SDO katha nikel camel hukam,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/096 MGA SDO 1073 M 40 B SIDE.m4a,
1729181306,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:25:07,2883,32570,tiaage(n) man kee mataRee visaare(n) dhoojaa bhaau jeeau ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/096 MGA SDO 1073 M 40 B SIDE.m4a,ਤਿਆਗੇਂ ਮਨ ਕੀ ਮਤੜੀ ਵਿਸਾਰੇਂ ਦੂਜਾ ਭਾਉ ਜੀਉ ॥
1729181365,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:25:44,311,4279,"prabh milanai kee, eh neesaanee ||",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/096 MGA SDO 1073 M 40 B SIDE.m4a,ਪ੍ਰਭ ਮਿਲਣੈ ਕੀ ਏਹ ਨੀਸਾਣੀ ॥
1729550794,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:33:48,1648,19995,aapanaa bhaanaa. tum karahu taa fir seh khusee. na aave ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/096 MGA SDO 1073 M 40 B SIDE.m4a,ਆਪਣਾ ਭਾਣਾ ਤੁਮ ਕਰਹੁ ਤਾ ਫਿਰਿ ਸਹ ਖੁਸੀ ਨ ਆਵਏ ॥
1729551014,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:39:50,2838,31812,se sa(n)jog karahu mere piaare ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/096 MGA SDO 1073 M 40 B SIDE.m4a,ਸੇ ਸੰਜੋਗ ਕਰਹੁ ਮੇਰੇ ਪਿਆਰੇ ॥
1729551165,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:40:44,,,amalee rachan amaleeaa sofee sofee mel kara(n)dhe |,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/096 MGA SDO 1073 M 40 B SIDE.m4a,
1729551311,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,524,7330,apane prabh siau hoh saavadhaan ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/097 MGA SDO 1074 M 43 A SIDE.m4a,ਅਪਨੇ ਪ੍ਰਭ ਸਿਉ ਹੋਹੁ ਸਾਵਧਾਨੁ ॥
1731375862,ikirtan_SDO,Bhai Mohinder Singh Ji SDO,00:00:00,,,Dhan p1 dgn,https://www.ikirtan.com//Bhai_Mohinder_Singh_Jee_SDO/Bhaaee Mohinder Singh (Sabh dhan kaho gur satguroo).mp3,
1731622077,random,Bhai Mohinder Singh Ji SDO,00:00:00,48,524,"ਸੰਤਹੁ ਮਨ ਪਵਨੈ ਸੁਖੁ ਬਨਿਆ ॥ sa(n)tahu man pavanai sukh baniaa || O Saints, my windy mind has now become peaceful and still. ਕਿਛੁ ਜੋਗੁ ਪਰਾਪਤਿ ਗਨਿਆ ॥ ਰਹਾਉ ॥ kichh jog paraapat ganiaa || rahaau || It seems that I have learned something of the science of Yoga. ||Pause||",https://sikhsoul.com/golden_khajana_files/mp3/Keertan/Bhai Mohinder Singh SDO/Maerae Man Saev Safal Har Ghaal.mp3,ਭਈ ਪਰਾਪਤਿ ਮਾਨੁਖ ਦੇਹੁਰੀਆ ॥
1732387014,random,Bhai Mohinder Singh Ji SDO,00:05:50,2514,28416,naadh samailo re satigur bheTile dhevaa ||1|| rahaau ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_karKeertan/056 Bhai Mohinder Singh SDO Early 60s ਅਲਹ ਰਾਮ ਜੀਵਉ ਤੇਰੇ ਨਾਈ ਅਲਹ ਰਾਮ ਜੀਵਉ ਤੇਰੇ ਨਾਈ (karKeertan).mp3,ਨਾਦਿ ਸਮਾਇਲੋ ਰੇ ਸਤਿਗੁਰੁ ਭੇਟਿਲੇ ਦੇਵਾ ॥੧॥ ਰਹਾਉ ॥
1732556420,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:01:55,5288,58712,fareedhaa. raat kathooree va(n)ddeeaai sutiaa milai. na bhaau ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/097 MGA SDO 1074 M 43 A SIDE.m4a,ਫਰੀਦਾ ਰਾਤਿ ਕਥੂਰੀ ਵੰਡੀਐ ਸੁਤਿਆ ਮਿਲੈ ਨ ਭਾਉ ॥
1732556500,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:03:39,5096,58298,kabeera. sootaa kiaa kareh uTh ki. na japeh muraar ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/097 MGA SDO 1074 M 43 A SIDE.m4a,ਕਬੀਰ ਸੂਤਾ ਕਿਆ ਕਰਹਿ ਉਠਿ ਕਿ ਨ ਜਪਹਿ ਮੁਰਾਰਿ ॥
1732556560,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:05:09,5097,58300,kabeera. sootaa kiaa kareh baiThaa rahu ar jaag ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/097 MGA SDO 1074 M 43 A SIDE.m4a,ਕਬੀਰ ਸੂਤਾ ਕਿਆ ਕਰਹਿ ਬੈਠਾ ਰਹੁ ਅਰੁ ਜਾਗੁ ॥
1732556609,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:06:49,5095,58296,kabeera. sootaa kiaa kareh jaagu. roi bhai dhukh ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/097 MGA SDO 1074 M 43 A SIDE.m4a,ਕਬੀਰ ਸੂਤਾ ਕਿਆ ਕਰਹਿ ਜਾਗੁ ਰੋਇ ਭੈ ਦੁਖ ॥
1732556775,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:08:25,40666,205413,ਗੁਰਸਿਖ ਜੋਗੀ ਜਾਗਦੇ ਮਾਇਆ ਅੰਦਰਿ ਕਰਨਿ ਉਦਾਸੀ । gursikh jogee jaagadhe maiaa a(n)dhar karan udhaasee | Yogi Sikhs of the Guru are ever awake and remain detached amidst maya. ਕੰਨੀਂ ਮੁੰਦਰਾਂ ਮੰਤ੍ਰ ਗੁਰ ਸੰਤਾਂ ਧੂੜਿ ਬਿਭੂਤ ਸੁ ਲਾਸੀ । ka(n)nee(n) mu(n)dharaa(n) ma(n)tr gur sa(n)taa(n) dhooR bibhoot su laasee | Gurumantr for them is the earring and the dust of the feet of saints is ashes for them.,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/097 MGA SDO 1074 M 43 A SIDE.m4a,ਕੰਨੀ ਮੁੰਦਰਾਂ ਮੰਤ੍ਰ ਗੁਰ ਸੰਤਾਂ ਧੂੜਿ ਬਿਭੂਤ ਸੁ ਲਾਸੀ।
1732556841,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:09:50,145,2037,Night late rsk shabad. ਆਏ ਸੰਤ ਪਰਾਹੁਣੇ ਕੀਰਤਨੁ ਹੋਆ ਰੈਣਿ ਸਬਾਈ ।,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/097 MGA SDO 1074 M 43 A SIDE.m4a,ਜੈਸੇ ਰੈਣਿ ਪਰਾਹੁਣੇ ਉਠਿ ਚਲਸਹਿ ਪਰਭਾਤਿ ॥
1732556922,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:10:32,5,44,"ਗੁਰਮੁਖਿ ਜਾਗਿ ਰਹੇ ਦਿਨ ਰਾਤੀ ॥ gurmukh jaag rahe dhin raatee || The Gurmukhs remain awake and aware, day and night. ਸਾਚੇ ਕੀ ਲਿਵ ਗੁਰਮਤਿ ਜਾਤੀ ॥ saache kee liv gurmat jaatee || Following the Guru's Teachings, they know the Love of the True Lord. ਮਨਮੁਖ ਸੋਇ ਰਹੇ ਸੇ ਲੂਟੇ ਗੁਰਮੁਖਿ ਸਾਬਤੁ ਭਾਈ ਹੇ ॥੪॥ manmukh soi rahe se looTe gurmukh saabat bhaiee he ||4|| The self-willed manmukhs remain asleep, and are plundered. The Gurmukhs remain safe and sound, O Siblings of Destiny. ||4||",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/097 MGA SDO 1074 M 43 A SIDE.m4a,ਗੁਰਮੁਖਿ ਨਾਦੰ ਗੁਰਮੁਖਿ ਵੇਦੰ ਗੁਰਮੁਖਿ ਰਹਿਆ ਸਮਾਈ ॥
1732556966,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:11:53,524,7324,Back to main shabad ਕਰਮ ਭੂਮਿ ਮਹਿ ਬੋਅਹੁ ਨਾਮੁ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/097 MGA SDO 1074 M 43 A SIDE.m4a,ਕਰਮ ਭੂਮਿ ਮਹਿ ਬੋਅਹੁ ਨਾਮੁ ॥
1733167521,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:13:04,,,jaanahu dharatee dharam kee sachee dharamasaalaa |,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/097 MGA SDO 1074 M 43 A SIDE.m4a,
1733167650,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:14:36,1,3,"ਆਦਿ ਸਚੁ ਜੁਗਾਦਿ ਸਚੁ ॥ aadh sach jugaadh sach || True In The Primal Beginning. True Throughout The Ages. ਹੈ ਭੀ ਸਚੁ ਨਾਨਕ. ਹੋਸੀ ਭੀ ਸਚੁ ॥੧॥ hai bhee sach naanaka. hosee bhee sach ||1|| True Here And Now. O Nanak, Forever And Ever True. ||1||",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/097 MGA SDO 1074 M 43 A SIDE.m4a,ਆਦਿ ਸਚੁ ਜੁਗਾਦਿ ਸਚੁ ॥
1733168339,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:25:34,1395,16249,eiau kiau ka(n)t piaaree hovaa ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/097 MGA SDO 1074 M 43 A SIDE.m4a,ਇਉ ਕਿਉ ਕੰਤ ਪਿਆਰੀ ਹੋਵਾ ॥
1733169411,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:34:28,638,8785,"ਲਾਇ ਬਿਰਹੁ ਭਗਵੰਤ ਸੰਗੇ ਹੋਇ ਮਿਲੁ ਬੈਰਾਗਨਿ ਰਾਮ ॥ lai birahu bhagava(n)t sa(n)ge hoi mil bairaagan raam || Embrace love for the Lord God, and in detachment, unite with Him. ਚੰਦਨ ਚੀਰ ਸੁਗੰਧ ਰਸਾ ਹਉਮੈ ਬਿਖੁ ਤਿਆਗਨਿ ਰਾਮ ॥ cha(n)dhan cheer suga(n)dh rasaa haumai bikh tiaagan raam || Give up your sandalwood oil, expensive clothes, perfumes, tasty flavors and the poison of egotism. ਈਤ ਊਤ. ਨਹ ਡੋਲੀਐ ਹਰਿ ਸੇਵਾ ਜਾਗਨਿ ਰਾਮ ॥ e'eet uoota. neh ddoleeaai har sevaa jaagan raam || Do not waver this way or that, but remain wakeful in the service of the Lord. ਨਾਨਕ ਜਿਨਿ ਪ੍ਰਭੁ ਪਾਇਆ ਆਪਣਾ ਸਾ ਅਟਲ ਸੁਹਾਗਨਿ ਰਾਮ ॥੪॥੧॥੪॥ naanak jin prabh paiaa aapanaa saa aTal suhaagan raam ||4||1||4|| O Nanak, she who has obtained her God, is a happy soul-bride forever. ||4||1||4||",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/097 MGA SDO 1074 M 43 A SIDE.m4a,ਖੋਜਤ ਖੋਜਤ ਭਈ ਬੈਰਾਗਨਿ ਪ੍ਰਭ ਦਰਸਨ ਕਉ ਹਉ ਫਿਰਤ ਤਿਸਾਈ ॥੩॥
1733281605,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:21:08,640,8795,nikas re pa(n)khee simar har paa(n)kh ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_lalli_pl/003) Bhai Mohinder Singh Ji SDO asa ki var.mp3,ਨਿਕਸੁ ਰੇ ਪੰਖੀ ਸਿਮਰਿ ਹਰਿ ਪਾਂਖ ॥
1733530966,random,Bhai Mohinder Singh Ji SDO,00:05:37,,,Dhan p9. Dhan sri guru tegbhadur,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/726 MGA SDO 1688 Ram Naam Live lagi 11 1964 JL Old Spool KS 93.m4a,
1734578529,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:38:19,5288,58712,fareedhaa. raat kathooree va(n)ddeeaai sutiaa milai. na bhaau ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/097 MGA SDO 1074 M 43 A SIDE.m4a,ਫਰੀਦਾ ਰਾਤਿ ਕਥੂਰੀ ਵੰਡੀਐ ਸੁਤਿਆ ਮਿਲੈ ਨ ਭਾਉ ॥
1734578675,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:42:26,2382,27282,apane kaaj kau. kiau alakaieeaai ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/097 MGA SDO 1074 M 43 A SIDE.m4a,ਅਪਨੇ ਕਾਜ ਕਉ ਕਿਉ ਅਲਕਾਈਐ ॥
1734578793,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:04:04,4082,48613,jo jo dheesai so so rogee ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/098 MGA SDO 1075 M 44 A SIDE GURU LINE IN TRACK 01.m4a,ਜੋ ਜੋ ਦੀਸੈ ਸੋ ਸੋ ਰੋਗੀ ॥
1734752196,random,Bhai Tejinderpal Singh Ji Dulla,00:00:00,3506,40829,a(n)tar tirasanaa mar giee har gun gaaveetaa ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/dulla_ji/sc/scottishsikhs/Anthar Thrisunaa Mar Gee Har Gun Gaaveethaa (Dulla Ji).mp3,ਅੰਤਰਿ ਤ੍ਰਿਸਨਾ ਮਰਿ ਗਈ ਹਰਿ ਗੁਣ ਗਾਵੀਤਾ ॥
1734753959,random,Bhai Mohinder Singh Ji SDO,00:03:02,1438,16860,dhurajan maare vairee sa(n)ghaare satiguri. mo kau har naam dhivaiaa ||1|| rahaau ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/397 MGA SDO 1362 111 B 1 Sunho loka Mai Prem Ras Pyiea.m4a,ਦੁਰਜਨ ਮਾਰੇ ਵੈਰੀ ਸੰਘਾਰੇ ਸਤਿਗੁਰਿ ਮੋ ਕਉ ਹਰਿ ਨਾਮੁ ਦਿਵਾਇਆ ॥੧॥ ਰਹਾਉ ॥
